Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
LeBron James,33,PF,CLE,82,3026,28.6,32.2,0.1,0.1,0.231,0.631,61.0,145.8
James Harden,28,SG,HOU,72,2551,29.8,24.9,0.144,0.144,0.196,0.667,114.2,130.7
Anthony Davis,24,PF,NOP,75,2727,28.9,25.8,0.139,0.139,0.236,0.4,81.3,94.4
Russell Westbrook,29,PG,OKC,80,2914,24.7,20.3,0.138,0.138,0.218,0.2,80.7,43.6
Giannis Antetokounmpo,23,PF,MIL,75,2756,27.3,26.6,0.103,0.103,0.265,0.273,55.3,72.3
Damian Lillard,27,PG,POR,73,2670,25.2,9.5,0.137,0.137,0.188,0.0,81.9,0.0
Bradley Beal,24,SG,WAS,82,2977,18.4,17.0,0.1,0.1,0.157,0.2,52.4,31.4
DeMar DeRozan,28,SG,TOR,80,2711,21.0,16.3,0.101,0.101,0.107,0.286,72.7,30.6
Kevin Durant,29,SF,GSW,68,2325,26.0,25.1,0.105,0.105,0.132,0.952,74.2,125.7
Karl-Anthony Towns,22,C,MIN,82,2918,24.9,16.9,0.135,0.135,0.167,0.111,77.4,18.5
LaMarcus Aldridge,32,C,SAS,75,2509,25.0,24.8,0.108,0.108,0.384,0.111,61.9,42.6
Victor Oladipo,25,SG,IND,75,2552,23.1,22.0,0.111,0.111,0.179,0.273,64.9,48.9
Paul George,27,SF,OKC,79,2891,18.7,14.6,0.104,0.104,0.157,0.2,60.8,31.4
CJ McCollum,26,SG,POR,81,2923,17.0,19.6,0.092,0.092,0.389,0.0,55.0,0.0
Khris Middleton,26,SF,MIL,82,2982,17.4,22.5,0.066,0.066,0.224,0.273,35.4,61.2
Donovan Mitchell,21,SG,UTA,79,2638,16.7,16.8,0.077,0.077,0.13,0.347,45.0,45.1
Jrue Holiday,27,SG,NOP,81,2927,17.8,19.7,0.085,0.085,0.18,0.4,49.7,72.0
Tobias Harris,25,PF,"DET, LAC",80,2668,17.7,,"0.069, 0.063",0.067,0,0.0,32.6,0.0
Klay Thompson,27,SG,GSW,73,2506,16.0,13.9,0.065,0.065,0.073,0.952,46.0,69.5
Andrew Wiggins,22,SF,MIN,82,2979,13.0,11.7,0.07,0.07,0.115,0.111,40.1,12.8
Joel Embiid,23,C,PHI,63,1912,22.9,18.1,0.106,0.106,0.147,0.371,67.2,54.5
Stephen Curry,29,PG,GSW,51,1631,28.2,22.3,0.114,0.114,0.117,0.952,80.6,111.4
Eric Bledsoe,28,PG,"PHO, MIL",74,2322,20.0,12.9,"0.056, 0.075",0.074,0.128,0.273,39.2,0.0
Jimmy Butler,28,SG,MIN,59,2164,23.7,16.9,0.128,0.128,0.167,0.111,73.3,18.5
Ben Simmons,21,PG,PHI,81,2732,20.0,16.6,0.093,0.093,0.135,0.371,59.0,50.1
